StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
5036,17,Male,Asian,Bachelor’s,6,24,Yes,Moderate,Yes,Yes,No,Yes,3.236909489597032,B
5037,16,Female,Other,Bachelor’s,17,16,Yes,High,Yes,No,Yes,Yes,3.8843432383737904,A
5038,18,Female,African American,Some College,11,4,No,Low,Yes,Yes,No,No,3.234257620337529,B
5039,18,Male,African American,Bachelor’s,1,18,No,Moderate,No,Yes,No,No,2.294988297053215,D
5040,17,Female,Asian,Bachelor’s,17,2,No,No Support,No,No,No,No,3.949022490347992,A
5042,18,Female,Caucasian,Some College,6,1,Yes,Very High,No,No,No,No,3.322005544828392,B
5043,17,Female,Asian,Bachelor’s,19,21,No,High,Yes,No,Yes,No,3.038096255591066,B
5047,16,Female,African American,Higher,9,0,No,No Support,No,No,No,No,3.481600211983462,B
5049,18,Male,African American,Some College,14,1,No,No Support,No,No,No,No,3.591653072116569,A
5050,18,Male,Other,No Education,19,23,No,Moderate,No,No,No,Yes,3.529913560229842,A
5051,18,Male,Caucasian,High School,9,18,No,High,Yes,No,Yes,No,2.678214082554854,C
5052,16,Female,Asian,Some College,18,0,Yes,High,No,No,Yes,Yes,3.599018222560112,A
5055,16,Female,African American,Higher,11,20,No,No Support,Yes,No,No,No,3.09511939974886,B
5056,15,Female,African American,High School,8,16,No,Low,Yes,No,Yes,No,2.6145078971172566,C
5058,15,Male,Asian,Some College,3,26,No,Moderate,Yes,No,No,No,3.213495833232145,B
5059,17,Female,Caucasian,Bachelor’s,0,5,No,No Support,No,No,No,No,2.2096167327431497,D
5060,17,Female,Asian,Bachelor’s,15,25,Yes,High,Yes,No,No,No,3.0466813438382365,B
5061,16,Male,Caucasian,No Education,0,2,Yes,High,Yes,No,No,Yes,2.398413090552074,D
5062,15,Male,Caucasian,Bachelor’s,12,26,Yes,Moderate,Yes,Yes,No,No,3.334004924561937,B
5063,18,Male,Asian,Bachelor’s,2,30,Yes,No Support,Yes,Yes,Yes,Yes,2.402792451069843,D
5064,15,Female,Caucasian,Some College,11,19,No,High,No,Yes,Yes,No,2.607777893576931,C
5065,17,Male,Asian,Higher,8,23,Yes,Moderate,Yes,Yes,Yes,No,2.738653179427736,C
5066,17,Male,Caucasian,Higher,3,14,Yes,Moderate,Yes,Yes,No,No,3.95844113445012,A
5067,15,Female,Caucasian,Some College,1,20,No,High,No,Yes,Yes,No,3.0479871774085794,B
5068,15,Female,Caucasian,Bachelor’s,8,27,No,Moderate,No,Yes,Yes,No,3.5159991920332856,A
5070,18,Male,Asian,High School,12,25,No,Moderate,Yes,No,Yes,No,3.9413189110167153,A
5071,15,Female,Caucasian,High School,13,19,No,Very High,Yes,Yes,Yes,No,2.6130813887917976,C
5072,15,Male,Caucasian,High School,2,5,No,Very High,No,No,Yes,No,2.8749417324292312,C
5074,15,Female,Caucasian,Bachelor’s,8,9,Yes,Moderate,Yes,Yes,Yes,No,3.7601953131724826,A
5075,16,Male,Asian,High School,14,11,No,High,No,Yes,Yes,No,3.8862534684037646,A
5076,15,Female,Caucasian,Higher,9,0,No,Very High,No,Yes,No,No,3.342212331264707,B
5077,18,Female,African American,Bachelor’s,16,21,No,Moderate,No,No,Yes,Yes,2.755607890907541,C
5078,17,Male,Other,Higher,12,29,Yes,Moderate,No,Yes,Yes,No,2.904823548937337,C
5079,16,Male,African American,No Education,0,28,No,High,Yes,Yes,No,Yes,2.0112387195214017,D
5082,16,Female,Caucasian,Some College,8,9,No,Moderate,Yes,No,Yes,Yes,2.606705438531276,C
5083,17,Female,Asian,Bachelor’s,6,11,Yes,Very High,Yes,No,No,Yes,3.9301875952999215,A
5084,15,Male,Asian,Bachelor’s,6,18,No,Moderate,Yes,No,No,No,2.46645587194764,D
5085,15,Female,African American,Some College,1,27,Yes,Moderate,Yes,No,No,No,3.0248642751268644,B
5087,15,Male,Caucasian,High School,19,22,Yes,Very High,No,Yes,Yes,No,2.8863338222277948,C
5090,18,Female,African American,Some College,4,9,No,High,No,No,Yes,Yes,2.662604807262276,C
5091,16,Male,Caucasian,Some College,15,17,No,Moderate,No,No,No,Yes,2.6711353314172896,C
5092,17,Male,Asian,Bachelor’s,4,9,No,Very High,Yes,No,No,No,3.5136490763298243,A
5095,16,Female,Asian,Bachelor’s,3,3,No,Moderate,Yes,No,No,No,3.212171795050787,B
5096,15,Male,Asian,No Education,13,0,No,Moderate,No,No,Yes,No,3.677099036527895,A
5098,16,Male,Caucasian,Bachelor’s,16,18,No,High,Yes,Yes,No,No,2.764855964095521,C
5099,16,Female,Caucasian,Bachelor’s,20,4,Yes,Very High,No,No,No,Yes,3.4940866785790914,B
5100,16,Female,African American,Bachelor’s,15,29,Yes,Moderate,Yes,Yes,Yes,Yes,3.2398355982764,B
5101,16,Female,Caucasian,Some College,8,25,Yes,High,Yes,Yes,No,Yes,2.278063149996207,D
5103,15,Male,Other,Bachelor’s,10,1,Yes,Low,No,No,No,Yes,3.978482495135374,A
5105,15,Female,Caucasian,High School,2,23,No,Moderate,Yes,No,Yes,No,2.1177455277456554,D
5106,15,Male,Asian,Some College,15,13,No,High,Yes,No,Yes,No,3.698052662687672,A
5107,16,Male,Caucasian,Bachelor’s,20,8,No,High,No,Yes,Yes,No,3.327692392491163,B
5108,16,Female,Caucasian,Higher,18,9,No,Very High,Yes,Yes,No,Yes,3.4862073393076143,B
5109,18,Female,Caucasian,High School,5,12,Yes,Moderate,No,No,No,No,3.3264176699347,B
5110,15,Male,Caucasian,Some College,13,28,No,Low,Yes,No,Yes,No,2.519825068670485,C
5113,16,Male,Caucasian,High School,5,1,Yes,Moderate,Yes,Yes,No,No,2.5778533722426484,C
5114,18,Male,Other,No Education,17,30,No,Moderate,Yes,No,Yes,Yes,3.718197638704859,A
5115,18,Male,Caucasian,Some College,17,3,Yes,No Support,No,Yes,Yes,No,3.090671652472717,B
5116,17,Female,Asian,High School,18,27,Yes,High,Yes,No,No,No,3.689245889307128,A
5117,15,Male,Caucasian,High School,1,18,No,High,Yes,No,Yes,No,2.316967095980093,D
5120,18,Female,Caucasian,Higher,8,10,Yes,Moderate,Yes,No,No,No,3.640795837350789,A
5121,18,Male,African American,Some College,12,12,No,Moderate,Yes,No,No,No,2.842033199171241,C
5122,17,Male,Caucasian,Bachelor’s,3,26,No,Very High,Yes,Yes,Yes,No,3.385362548426363,B
5123,18,Female,Caucasian,Some College,4,17,No,Moderate,No,Yes,No,No,2.930596039511756,C
5124,16,Female,Caucasian,Higher,17,9,No,Low,No,No,No,No,3.903126305817736,A
5126,17,Male,Caucasian,Some College,3,0,Yes,Moderate,No,No,No,No,3.282664004352164,B
5127,16,Female,Asian,Some College,12,13,No,Low,Yes,No,No,Yes,2.375477968182842,D
5128,17,Female,Caucasian,Bachelor’s,12,15,No,No Support,No,Yes,Yes,Yes,2.878343281915521,C
5129,18,Female,Caucasian,Some College,16,23,No,Very High,No,No,No,No,3.3372523448618097,B
5130,17,Female,Caucasian,High School,7,25,Yes,Moderate,Yes,Yes,No,Yes,2.68385086844868,C
5131,17,Male,Other,High School,3,17,Yes,Low,Yes,No,No,No,3.552109813167678,A
5132,15,Male,Other,Bachelor’s,2,26,Yes,High,Yes,Yes,Yes,No,2.4347044335094363,D
5133,18,Female,Asian,Some College,10,2,Yes,Very High,Yes,Yes,No,No,3.822674648137047,A
5134,18,Female,Asian,No Education,11,2,No,Moderate,Yes,No,No,No,2.8632066785980563,C
5135,17,Female,Caucasian,Some College,8,3,Yes,No Support,No,No,No,No,3.8437156817591145,A
5136,15,Male,Caucasian,Some College,14,6,No,Moderate,Yes,Yes,No,No,3.2008375269021987,B
5137,18,Female,African American,Bachelor’s,12,12,Yes,Low,Yes,No,No,No,2.960023093584938,C
5138,16,Female,African American,No Education,4,8,No,High,No,No,No,Yes,3.433708329134797,B
5140,18,Male,Caucasian,Bachelor’s,18,16,No,Moderate,No,No,No,No,3.4402893583641823,B
5141,16,Female,Other,Bachelor’s,10,14,No,High,No,No,Yes,Yes,3.0343150629144,B
5142,18,Female,Asian,High School,8,26,No,High,Yes,Yes,Yes,No,2.0424125396256163,D
5143,16,Female,Caucasian,Bachelor’s,2,9,No,Very High,Yes,Yes,No,No,3.854747739955533,A
5144,17,Female,Asian,Some College,17,14,No,High,No,Yes,No,No,3.2525749290614545,B
5146,18,Male,Caucasian,Higher,11,27,Yes,Very High,No,No,Yes,No,2.804530908113341,C
5148,17,Female,Caucasian,Some College,9,21,No,Low,Yes,Yes,Yes,No,2.9664232194734503,C
5150,18,Female,Asian,High School,19,9,No,Moderate,Yes,Yes,No,Yes,3.351182056069647,B
5151,18,Male,Caucasian,No Education,19,6,Yes,Moderate,Yes,No,No,No,3.4278402655724465,B
5152,16,Female,African American,No Education,12,6,No,Very High,Yes,Yes,No,No,3.239569280442204,B
5154,15,Male,Caucasian,Higher,9,6,No,Very High,No,No,No,No,3.404794086405321,B
5155,15,Male,Asian,Higher,18,8,No,Very High,Yes,No,Yes,Yes,3.622121658583191,A
5156,18,Male,African American,Some College,5,7,Yes,Low,Yes,No,Yes,No,2.965395086452775,C
5157,16,Male,Other,Some College,6,2,No,High,Yes,No,No,Yes,3.2081917778683677,B
5158,18,Male,Other,No Education,14,25,Yes,Very High,Yes,No,Yes,No,3.587554167426134,A
5159,16,Male,Caucasian,High School,18,4,No,Moderate,Yes,Yes,Yes,Yes,3.2966670785434915,B
5160,15,Male,Caucasian,No Education,13,12,Yes,High,Yes,Yes,No,No,3.757442769139459,A
5161,17,Female,Asian,Bachelor’s,15,12,Yes,High,No,Yes,Yes,No,3.413496576633853,B
5162,16,Male,Other,High School,13,29,No,Low,Yes,No,No,No,3.795262970333148,A
5163,15,Male,African American,Higher,19,7,Yes,Low,Yes,No,No,No,3.833632937617323,A
5165,16,Female,Asian,High School,8,29,No,Moderate,Yes,No,Yes,No,3.647217790167047,A
5166,17,Female,Caucasian,High School,2,29,Yes,Moderate,Yes,No,Yes,Yes,3.4550002722644138,B
5167,18,Male,African American,Bachelor’s,5,6,No,Very High,Yes,Yes,No,No,2.870988635342715,C
5168,18,Female,Asian,Higher,4,26,No,Low,Yes,Yes,No,No,3.2028489561684856,B
5170,16,Male,Caucasian,High School,14,9,Yes,Moderate,Yes,No,No,Yes,3.491192870073934,B
5171,18,Male,Caucasian,Some College,17,22,Yes,Very High,Yes,Yes,No,No,3.0590010338088165,B
5173,16,Male,Caucasian,Higher,8,11,No,High,Yes,No,No,No,2.476612178410317,D
5174,17,Male,Other,Bachelor’s,18,29,Yes,High,No,Yes,Yes,Yes,3.6688149581653535,A
5175,18,Male,Caucasian,Bachelor’s,8,12,Yes,High,Yes,No,No,No,3.173950190515725,B
5176,17,Female,Caucasian,Some College,15,7,No,Low,No,No,No,No,3.832053490282745,A
5177,15,Female,Caucasian,Bachelor’s,5,16,No,Low,Yes,No,No,Yes,3.497695021371372,B
5178,17,Male,African American,High School,7,23,Yes,Low,No,No,Yes,No,3.5174764298116874,A
5179,16,Female,African American,No Education,2,13,Yes,No Support,No,No,No,Yes,3.806934617054103,A
5180,17,Female,Caucasian,Some College,4,16,No,Moderate,Yes,Yes,No,No,3.2504506960808377,B
5181,17,Female,Caucasian,Higher,6,18,Yes,High,Yes,Yes,No,No,2.6569281420628936,C
5182,15,Male,Caucasian,Bachelor’s,0,15,No,Low,Yes,Yes,No,No,2.25220465716129,D
5183,17,Female,African American,No Education,20,8,Yes,Low,No,No,No,Yes,3.8322901597262895,A
5184,17,Male,Caucasian,Higher,3,19,No,High,Yes,Yes,No,No,3.626941248338839,A
5185,18,Female,Other,High School,15,9,No,Low,Yes,Yes,No,No,3.36371005251878,B
5186,18,Male,Caucasian,High School,13,28,No,Low,Yes,No,Yes,No,3.336539905610423,B
5187,16,Male,Caucasian,High School,0,8,Yes,Very High,Yes,No,No,No,2.400175510306314,D
5188,18,Male,Asian,Some College,3,0,No,No Support,No,No,No,No,3.010115950097633,B
5189,18,Female,Caucasian,Some College,9,23,Yes,Moderate,Yes,Yes,No,Yes,2.444052250817622,D
5192,15,Male,African American,High School,3,6,No,High,No,No,No,No,2.54748149361225,C
5193,18,Female,Asian,Bachelor’s,0,17,No,No Support,Yes,No,No,No,2.3437026808578727,D
5194,15,Female,Other,High School,0,12,No,High,No,No,No,Yes,2.1011834387134103,D
5195,15,Female,Caucasian,Bachelor’s,16,22,No,Low,No,No,No,No,3.7331173630643817,A
5196,18,Female,Caucasian,Bachelor’s,9,22,Yes,Moderate,No,No,Yes,Yes,2.472731059130813,D
5197,17,Female,Caucasian,Bachelor’s,4,24,No,High,Yes,Yes,Yes,Yes,3.438667958300835,B
5198,15,Male,Other,Some College,6,17,No,Low,No,No,No,Yes,2.038045304069793,D
5199,17,Female,Other,Bachelor’s,7,15,No,Moderate,Yes,No,Yes,No,3.295914905768095,B
5200,17,Male,Caucasian,No Education,1,23,No,Moderate,Yes,No,No,Yes,2.8264024167713875,C
5201,18,Female,Caucasian,Higher,8,15,No,Very High,Yes,Yes,No,Yes,3.068669473087468,B
5202,16,Female,Caucasian,No Education,3,20,No,Very High,Yes,Yes,No,No,2.328416445720956,D
5203,18,Male,Caucasian,High School,11,9,No,High,No,Yes,No,No,3.227658390243967,B
5204,16,Male,Caucasian,Some College,10,8,No,Very High,Yes,No,No,No,3.70102351156452,A
5206,18,Female,African American,No Education,11,18,No,Very High,No,No,Yes,No,3.3038836688844806,B
5207,18,Female,Other,Higher,20,2,No,Moderate,Yes,Yes,No,No,3.568763673907939,A
5209,18,Female,Caucasian,Bachelor’s,12,27,Yes,Very High,No,Yes,Yes,No,2.3064588642050525,D
5210,16,Female,African American,Some College,0,25,No,Very High,No,Yes,Yes,No,2.483475970835567,D
5211,17,Male,Asian,Bachelor’s,17,23,No,No Support,Yes,No,No,Yes,2.8026186089435106,C
5212,18,Male,Caucasian,High School,3,8,No,Low,Yes,No,No,No,2.290163860523816,D
5213,17,Female,African American,Some College,3,1,Yes,Very High,Yes,Yes,No,Yes,3.014350808787244,B
5214,15,Female,Caucasian,Higher,7,18,No,High,No,No,No,No,2.809811972584749,C
5215,17,Female,Caucasian,Higher,19,29,Yes,Very High,No,No,No,Yes,3.953260310060299,A
5216,17,Male,Caucasian,Higher,5,29,No,High,Yes,Yes,No,No,2.9491759033162968,C
5217,16,Male,Caucasian,High School,3,7,Yes,Very High,Yes,Yes,No,No,2.6499106614204604,C
5218,17,Male,African American,High School,3,17,No,Moderate,No,Yes,Yes,Yes,2.126053107332224,D
5220,16,Male,Caucasian,Some College,8,4,No,High,No,Yes,No,No,2.7221625052390124,C
5221,15,Female,Caucasian,High School,13,5,No,Very High,Yes,No,No,No,3.34774556778877,B
5222,18,Male,Asian,Some College,3,29,Yes,High,Yes,No,No,No,2.365884358641747,D
5223,15,Female,Caucasian,Bachelor’s,12,9,Yes,Moderate,Yes,Yes,No,Yes,3.1402381355286004,B
5224,17,Male,African American,Bachelor’s,5,14,No,High,No,Yes,No,No,2.7116766739691007,C
5225,18,Female,African American,Bachelor’s,12,27,No,High,No,No,No,No,3.545480848076973,A
5226,18,Male,Caucasian,Bachelor’s,2,3,Yes,Very High,No,No,Yes,No,2.7000262813742624,C
5227,15,Male,Caucasian,No Education,6,2,No,Moderate,Yes,Yes,Yes,No,3.1944668023631686,B
5228,18,Male,Asian,No Education,0,23,No,Low,Yes,No,No,No,2.683458580962996,C
5229,18,Female,Caucasian,Bachelor’s,10,8,No,Moderate,No,Yes,No,No,2.557681905404567,C
5231,17,Male,Asian,Some College,4,15,Yes,Very High,Yes,Yes,No,No,3.297134975374422,B
5232,15,Male,Caucasian,No Education,13,28,No,No Support,Yes,No,No,Yes,3.6596490969390407,A
5233,18,Female,Caucasian,High School,12,15,No,Very High,No,Yes,No,No,3.4395368981779177,B
5234,16,Male,Caucasian,Bachelor’s,15,14,No,Very High,Yes,No,No,No,3.5932893202666425,A
5235,16,Male,Caucasian,Higher,14,23,No,No Support,Yes,No,Yes,No,2.080315586942877,D
5236,16,Female,Asian,Higher,2,8,Yes,Very High,Yes,Yes,Yes,No,3.875422765023049,A
5237,16,Female,African American,Some College,5,16,No,Moderate,Yes,Yes,Yes,Yes,2.348170290639667,D
5238,17,Male,African American,Some College,8,20,No,High,No,No,No,No,3.4969872998275022,B
5239,18,Male,Asian,Bachelor’s,2,11,Yes,No Support,Yes,No,No,No,2.617012520274231,C
5240,15,Female,Caucasian,Some College,12,22,No,Very High,Yes,No,Yes,No,2.4799770447499845,D
5241,18,Male,Caucasian,Some College,12,7,No,High,No,Yes,Yes,Yes,3.345801421604367,B
5242,17,Male,Caucasian,Higher,6,13,No,Very High,Yes,Yes,No,No,3.679120673559856,A
5243,16,Female,Caucasian,Bachelor’s,4,26,No,High,Yes,No,Yes,No,3.306677309081066,B
5244,17,Female,Other,Higher,7,17,No,Moderate,Yes,No,Yes,Yes,3.36108820282087,B
5245,18,Male,Asian,High School,7,11,No,Low,No,No,No,No,3.5421215646195856,A
5246,15,Female,Caucasian,Some College,6,26,No,Low,Yes,Yes,No,No,2.141828246293143,D
5248,15,Male,Caucasian,High School,6,19,No,Very High,No,No,Yes,No,2.5838209943645785,C
5249,17,Female,Caucasian,Bachelor’s,3,22,Yes,Low,Yes,Yes,No,No,2.0801981602937025,D
5250,15,Male,Caucasian,High School,9,4,No,Very High,Yes,Yes,No,No,3.2796234867085734,B
5252,16,Female,Asian,Bachelor’s,3,12,Yes,Moderate,Yes,Yes,Yes,No,2.2699072418922794,D
5254,16,Male,Caucasian,Some College,9,1,Yes,Very High,No,Yes,No,No,3.130573006412685,B
5255,18,Male,Caucasian,Bachelor’s,6,15,No,Low,Yes,No,No,No,3.546582889370043,A
5256,18,Male,African American,Bachelor’s,4,4,Yes,Moderate,No,Yes,Yes,No,2.934048098316264,C
5257,16,Female,Asian,Some College,2,21,Yes,No Support,No,No,Yes,Yes,3.023246297080784,B
5258,16,Female,Asian,Higher,1,0,No,Very High,Yes,No,Yes,Yes,2.5980011976637085,C
5259,17,Female,Other,Some College,10,11,No,High,No,Yes,No,No,3.139190827380351,B
5260,17,Male,African American,Some College,9,18,No,Moderate,No,Yes,No,No,3.039248966089514,B
5261,17,Male,African American,No Education,12,21,No,Moderate,No,No,Yes,Yes,2.211350135464223,D
5262,18,Male,Caucasian,Higher,6,21,No,Moderate,Yes,No,Yes,No,2.2816966924619493,D
5263,17,Male,African American,High School,9,22,No,No Support,Yes,No,No,No,2.177596259025619,D
5264,15,Male,Caucasian,Some College,3,9,No,Very High,Yes,No,Yes,No,3.292803424485805,B
5265,15,Female,Caucasian,Bachelor’s,19,11,No,Moderate,No,No,No,Yes,3.086346023048846,B
5267,15,Female,Caucasian,Some College,19,29,No,Low,No,Yes,No,No,3.953859615003082,A
5268,18,Male,Caucasian,High School,5,18,No,Moderate,No,Yes,Yes,No,2.358672559575644,D
5269,15,Female,Caucasian,Bachelor’s,8,15,Yes,Low,Yes,No,Yes,No,2.668420001594386,C
5271,16,Male,Caucasian,Higher,6,12,No,High,Yes,Yes,No,No,2.889088466819992,C
5272,16,Female,Caucasian,Higher,17,6,Yes,Low,Yes,No,No,No,3.766577818066393,A
5273,16,Female,Caucasian,Bachelor’s,13,27,Yes,No Support,No,Yes,No,No,3.3429587437934245,B
5274,16,Male,Caucasian,Bachelor’s,4,26,Yes,Very High,No,No,No,Yes,2.608073226086158,C
5276,17,Male,Caucasian,Some College,7,4,No,Moderate,Yes,No,Yes,No,3.658072459620044,A
5277,15,Female,Caucasian,Bachelor’s,14,3,No,Moderate,Yes,No,No,Yes,3.994471682068681,A
5278,18,Male,African American,Higher,18,27,No,Low,No,No,No,No,3.298590878687216,B
5279,15,Female,Asian,Some College,8,14,No,High,Yes,Yes,Yes,Yes,2.5540944385490087,C
5280,15,Male,African American,High School,5,16,No,Moderate,No,Yes,No,No,3.5508837326377214,A
5281,18,Male,Caucasian,Some College,13,11,No,Moderate,No,No,Yes,No,3.66422727755917,A
5282,16,Female,African American,Some College,9,22,No,Moderate,No,No,Yes,No,2.097038350924737,D
5284,16,Male,Asian,Some College,16,28,Yes,No Support,Yes,No,Yes,No,3.568916320879977,A
5285,17,Female,African American,Some College,12,3,Yes,Moderate,No,No,No,No,3.387778359954088,B
5286,18,Female,Asian,Some College,16,16,Yes,Moderate,Yes,No,No,No,3.2420785415715168,B
5288,15,Female,African American,Bachelor’s,12,5,Yes,Low,No,No,Yes,Yes,2.664463604198449,C
5290,16,Female,African American,Higher,0,12,Yes,High,Yes,Yes,Yes,No,3.974090960746963,A
5291,17,Female,Asian,Some College,0,19,No,Very High,Yes,Yes,Yes,No,2.773204646865288,C
5292,18,Male,Caucasian,No Education,4,14,No,High,No,No,Yes,No,3.153148248418155,B
5293,18,Male,Other,Higher,7,17,Yes,High,No,No,No,Yes,3.859569521171619,A
5294,15,Male,Caucasian,Bachelor’s,17,16,Yes,Very High,Yes,No,No,No,3.475197929469535,B
5295,15,Male,Caucasian,High School,3,18,Yes,High,Yes,No,Yes,No,3.043460961239603,B
5296,18,Male,Asian,High School,0,9,Yes,Very High,No,Yes,Yes,No,2.4519881067452163,D
5299,17,Male,Caucasian,No Education,3,24,No,Very High,Yes,No,No,No,2.0138112761187754,D
5300,18,Female,Caucasian,Higher,8,29,No,Very High,Yes,No,Yes,No,3.7448389991451214,A
5301,18,Male,Caucasian,Some College,19,14,Yes,Very High,Yes,No,Yes,No,3.829038939220146,A
5304,18,Male,Other,Bachelor’s,2,7,No,Low,Yes,No,No,No,3.6217993840969385,A
5305,15,Male,Other,Higher,1,27,No,Low,Yes,No,Yes,No,3.050299199004625,B
5306,18,Female,Caucasian,Higher,4,19,Yes,No Support,No,Yes,Yes,Yes,2.30874680341251,D
5307,18,Female,Asian,Some College,0,21,No,Very High,Yes,No,No,Yes,2.5545734241020885,C
5308,16,Male,Caucasian,Higher,10,27,No,Moderate,No,No,Yes,No,2.3701227990967526,D
5309,16,Male,Caucasian,Bachelor’s,11,16,No,High,Yes,No,Yes,Yes,3.129009444258993,B
5310,15,Male,Caucasian,No Education,2,29,No,No Support,Yes,No,No,No,2.403810315590313,D
5312,17,Male,Other,Bachelor’s,13,15,Yes,High,Yes,No,No,No,3.744366807733981,A
5313,18,Male,Caucasian,Higher,11,25,No,Moderate,Yes,No,Yes,No,3.4433722989306865,B
5314,16,Female,Caucasian,Some College,19,4,No,Low,Yes,No,Yes,No,3.2515813166807708,B
5317,17,Male,African American,High School,7,16,No,Moderate,Yes,No,No,No,3.6716192337079416,A
5320,17,Female,Caucasian,Bachelor’s,6,10,No,Low,Yes,Yes,No,No,3.158737551072092,B
5322,17,Female,African American,Some College,8,24,No,Low,Yes,No,Yes,Yes,3.1478510863992946,B
5323,18,Female,Caucasian,High School,3,24,No,Moderate,No,No,No,No,3.090036276152528,B
5324,18,Female,Asian,High School,7,0,No,Moderate,Yes,Yes,No,No,3.874589600321877,A
5325,16,Male,Asian,Some College,9,30,Yes,High,Yes,Yes,No,No,2.5752675502126223,C
5326,15,Female,Caucasian,No Education,14,4,Yes,High,No,No,No,No,3.648954497834621,A
5329,17,Female,Caucasian,High School,4,18,No,High,Yes,No,No,No,2.915085861650371,C
5330,16,Male,Caucasian,Some College,8,4,Yes,High,No,No,No,Yes,3.761134916368089,A
5331,17,Female,Caucasian,Some College,12,4,Yes,High,Yes,No,No,No,3.668193136398513,A
5332,17,Male,Asian,No Education,18,23,Yes,High,No,No,No,No,2.646270932401551,C
5333,17,Female,Asian,Some College,10,15,No,High,Yes,Yes,Yes,No,3.687078877013812,A
5334,15,Female,Other,Bachelor’s,11,21,No,Moderate,Yes,Yes,No,Yes,3.30187138209093,B
5335,18,Female,African American,Bachelor’s,2,30,No,Moderate,Yes,Yes,No,No,3.4065127409590548,B
5336,15,Male,Caucasian,High School,1,17,No,High,No,No,No,Yes,2.855933566767824,C
5337,18,Male,African American,Some College,14,10,No,High,Yes,Yes,No,No,3.8198955501048575,A
5338,16,Female,Asian,Bachelor’s,4,16,Yes,Moderate,No,No,No,No,2.5845239326157685,C
5340,17,Female,Caucasian,Higher,3,2,No,Moderate,Yes,No,No,No,3.755145495533118,A
5341,18,Female,Caucasian,Higher,4,17,Yes,Very High,Yes,Yes,No,No,3.856831273562953,A
5343,18,Male,Asian,Bachelor’s,14,18,No,High,No,Yes,No,No,3.268543512350269,B
5344,17,Male,African American,Bachelor’s,15,30,No,Very High,No,Yes,No,No,3.657129954020935,A
5345,17,Female,Other,Bachelor’s,3,30,No,Moderate,Yes,No,No,No,2.0253842011320184,D
5346,16,Male,Caucasian,Bachelor’s,5,8,No,Very High,Yes,No,Yes,No,2.96558233682898,C
5348,18,Male,Asian,Bachelor’s,2,4,Yes,Moderate,No,No,Yes,No,3.978878670655467,A
5349,18,Female,Caucasian,High School,4,3,No,No Support,Yes,Yes,No,No,2.6724263476974626,C
5350,15,Male,Other,Some College,1,15,Yes,Low,No,No,Yes,No,2.6667986002614037,C
5351,18,Male,Caucasian,Higher,15,9,Yes,Moderate,Yes,No,No,No,3.959936806508826,A
5352,17,Female,Asian,No Education,5,8,Yes,Very High,Yes,No,No,No,2.585943537838567,C
5354,18,Female,Asian,Higher,17,19,No,Very High,Yes,Yes,No,No,2.9475429396567425,C
5355,17,Male,African American,Bachelor’s,5,21,No,Low,Yes,Yes,No,No,3.404478958424232,B
5357,18,Female,African American,Bachelor’s,12,25,No,Moderate,Yes,No,Yes,No,3.508458230871753,A
5358,16,Male,Caucasian,No Education,0,16,No,High,Yes,Yes,No,No,3.8033806704761934,A
5360,17,Female,Asian,High School,3,28,Yes,Moderate,No,Yes,No,Yes,2.3190968869955157,D
5361,16,Male,Other,Some College,16,17,No,Low,Yes,Yes,Yes,No,3.3929040097033485,B
5363,17,Female,Asian,High School,15,19,No,Low,No,Yes,No,No,3.5890637932347884,A
5364,15,Male,Other,Some College,0,8,No,High,No,No,No,Yes,3.532018207492005,A
5365,17,Female,Asian,Some College,5,5,No,Moderate,No,Yes,No,No,2.5893236214340463,C
5367,15,Male,Caucasian,Bachelor’s,5,10,No,High,No,No,No,No,3.8944517094155167,A
5369,16,Female,African American,High School,3,27,No,Very High,Yes,No,No,Yes,3.4258998319479947,B
5370,18,Female,African American,Bachelor’s,13,19,Yes,Very High,Yes,No,No,No,3.0571897077551435,B
5371,16,Female,Other,Bachelor’s,13,2,No,Moderate,No,Yes,No,No,3.070533863514709,B
5374,15,Male,African American,Higher,1,14,No,Moderate,No,No,Yes,No,2.678532887680628,C
5375,17,Female,Asian,Some College,4,6,No,Moderate,No,No,No,No,3.1139996345937955,B
5376,15,Male,Other,Bachelor’s,3,24,No,Moderate,Yes,Yes,No,Yes,3.161954134388771,B
5377,17,Male,Asian,No Education,9,30,No,Low,Yes,Yes,No,Yes,2.6899981397592128,C
5378,18,Male,Caucasian,Some College,19,21,No,Low,No,Yes,No,No,3.047110926406519,B
5379,15,Female,African American,High School,20,17,No,High,No,Yes,No,Yes,3.170192130897199,B
5381,16,Female,Caucasian,Some College,15,14,No,Low,Yes,No,No,No,3.65539731602023,A
5382,17,Male,Caucasian,Bachelor’s,9,7,Yes,Moderate,Yes,Yes,No,Yes,2.874307869662493,C
5385,17,Female,Asian,Some College,0,14,No,Moderate,Yes,No,Yes,Yes,2.7454803089429296,C
5386,17,Female,Caucasian,Some College,14,15,Yes,Low,No,No,Yes,No,2.6811400075294154,C
5387,17,Male,Caucasian,Higher,9,19,Yes,Low,No,Yes,Yes,No,3.246034860644211,B
5389,17,Male,African American,High School,17,26,Yes,Moderate,Yes,Yes,Yes,No,2.686707487649909,C
5391,18,Male,African American,Bachelor’s,20,2,No,High,Yes,No,Yes,Yes,3.922125690745716,A
