Age,Gender,Ethnicity,Parental_Education,Weekly_Study_Time,Absences,Tutoring,Parental_Support,Extracurricular_Activity,Sports,Music,Volunteering,GPA,Grade_Class,Is_Child,Study_Efficiency,Absence_Rate,Absence_Rate_Category,Total_Activities,Absence_Impact,Study_Impact
18,Female,Caucasian,Some College,9,23,Yes,Moderate,Yes,Yes,No,Yes,2.44,D,0,0.391304347826087,0.7666666666666667,High,3,0.10608695652173913,21.96
15,Male,African American,High School,3,6,No,High,No,No,No,No,2.55,C,1,0.5,0.2,Low,0,0.425,7.6499999999999995
18,Female,Asian,Bachelor’s,0,17,No,No Support,Yes,No,No,No,2.34,D,0,0.0,0.5666666666666667,Medium,1,0.1376470588235294,0.0234
15,Female,Other,High School,0,12,No,High,No,No,No,Yes,2.1,D,1,0.0,0.4,Medium,1,0.17500000000000002,0.021
15,Female,Caucasian,Bachelor’s,16,22,No,Low,No,No,No,No,3.73,A,1,0.7272727272727273,0.7333333333333333,High,0,0.16954545454545455,59.68
18,Female,Caucasian,Bachelor’s,9,22,Yes,Moderate,No,No,Yes,Yes,2.47,D,0,0.4090909090909091,0.7333333333333333,High,2,0.11227272727272729,22.23
17,Female,Caucasian,Bachelor’s,4,24,No,High,Yes,Yes,Yes,Yes,3.44,B,1,0.16666666666666666,0.8,High,4,0.14333333333333334,13.76
15,Male,Other,Some College,6,17,No,Low,No,No,No,Yes,2.04,D,1,0.35294117647058826,0.5666666666666667,Medium,1,0.12,12.24
17,Female,Other,Bachelor’s,7,15,No,Moderate,Yes,No,Yes,No,3.3,B,1,0.4666666666666667,0.5,Medium,2,0.22,23.099999999999998
17,Male,Caucasian,No Education,1,23,No,Moderate,Yes,No,No,Yes,2.83,C,1,0.043478260869565216,0.7666666666666667,High,2,0.12304347826086957,2.83
18,Female,Caucasian,Higher,8,15,No,Very High,Yes,Yes,No,Yes,3.07,B,0,0.5333333333333333,0.5,Medium,3,0.20466666666666666,24.56
16,Female,Caucasian,No Education,3,20,No,Very High,Yes,Yes,No,No,2.33,D,1,0.15,0.6666666666666666,Medium,2,0.1165,6.99
18,Male,Caucasian,High School,11,9,No,High,No,Yes,No,No,3.23,B,0,1.2222222222222223,0.3,Low,1,0.35888888888888887,35.53
16,Male,Caucasian,Some College,10,8,No,Very High,Yes,No,No,No,3.7,A,1,1.25,0.26666666666666666,Low,1,0.4625,37.0
18,Female,African American,No Education,11,18,No,Very High,No,No,Yes,No,3.3,B,0,0.6111111111111112,0.6,Medium,1,0.18333333333333332,36.3
18,Female,Other,Higher,20,2,No,Moderate,Yes,Yes,No,No,3.57,A,0,10.0,0.06666666666666667,Low,2,1.785,71.39999999999999
18,Female,Caucasian,Bachelor’s,12,27,Yes,Very High,No,Yes,Yes,No,2.31,D,0,0.4444444444444444,0.9,High,2,0.08555555555555555,27.72
16,Female,African American,Some College,0,25,No,Very High,No,Yes,Yes,No,2.48,D,1,0.0,0.8333333333333334,High,2,0.0992,0.0248
17,Male,Asian,Bachelor’s,17,23,No,No Support,Yes,No,No,Yes,2.8,C,1,0.7391304347826086,0.7666666666666667,High,2,0.1217391304347826,47.599999999999994
18,Male,Caucasian,High School,3,8,No,Low,Yes,No,No,No,2.29,D,0,0.375,0.26666666666666666,Low,1,0.28625,6.87
17,Female,African American,Some College,3,1,Yes,Very High,Yes,Yes,No,Yes,3.01,B,1,3.0,0.03333333333333333,Low,3,3.01,9.03
15,Female,Caucasian,Higher,7,18,No,High,No,No,No,No,2.81,C,1,0.3888888888888889,0.6,Medium,0,0.15611111111111112,19.67
17,Female,Caucasian,Higher,19,29,Yes,Very High,No,No,No,Yes,3.95,A,1,0.6551724137931034,0.9666666666666667,High,1,0.13620689655172413,75.05
17,Male,Caucasian,Higher,5,29,No,High,Yes,Yes,No,No,2.95,C,1,0.1724137931034483,0.9666666666666667,High,2,0.10172413793103449,14.75
16,Male,Caucasian,High School,3,7,Yes,Very High,Yes,Yes,No,No,2.65,C,1,0.42857142857142855,0.23333333333333334,Low,2,0.37857142857142856,7.949999999999999
17,Male,African American,High School,3,17,No,Moderate,No,Yes,Yes,Yes,2.13,D,1,0.17647058823529413,0.5666666666666667,Medium,3,0.1252941176470588,6.39
16,Male,Caucasian,Some College,8,4,No,High,No,Yes,No,No,2.72,C,1,2.0,0.13333333333333333,Low,1,0.68,21.76
15,Female,Caucasian,High School,13,5,No,Very High,Yes,No,No,No,3.35,B,1,2.6,0.16666666666666666,Low,1,0.67,43.550000000000004
18,Male,Asian,Some College,3,29,Yes,High,Yes,No,No,No,2.37,D,0,0.10344827586206896,0.9666666666666667,High,1,0.08172413793103449,7.11
15,Female,Caucasian,Bachelor’s,12,9,Yes,Moderate,Yes,Yes,No,Yes,3.14,B,1,1.3333333333333333,0.3,Low,3,0.3488888888888889,37.68
17,Male,African American,Bachelor’s,5,14,No,High,No,Yes,No,No,2.71,C,1,0.35714285714285715,0.4666666666666667,Medium,1,0.19357142857142856,13.55
18,Female,African American,Bachelor’s,12,27,No,High,No,No,No,No,3.55,A,0,0.4444444444444444,0.9,High,0,0.13148148148148148,42.599999999999994
18,Male,Caucasian,Bachelor’s,2,3,Yes,Very High,No,No,Yes,No,2.7,C,0,0.6666666666666666,0.1,Low,1,0.9,5.4
15,Male,Caucasian,No Education,6,2,No,Moderate,Yes,Yes,Yes,No,3.19,B,1,3.0,0.06666666666666667,Low,3,1.595,19.14
18,Male,Asian,No Education,0,23,No,Low,Yes,No,No,No,2.68,C,0,0.0,0.7666666666666667,High,1,0.11652173913043479,0.0268
18,Female,Caucasian,Bachelor’s,10,8,No,Moderate,No,Yes,No,No,2.56,C,0,1.25,0.26666666666666666,Low,1,0.32,25.6
17,Male,Asian,Some College,4,15,Yes,Very High,Yes,Yes,No,No,3.3,B,1,0.26666666666666666,0.5,Medium,2,0.22,13.2
15,Male,Caucasian,No Education,13,28,No,No Support,Yes,No,No,Yes,3.66,A,1,0.4642857142857143,0.9333333333333333,High,2,0.13071428571428573,47.58
18,Female,Caucasian,High School,12,15,No,Very High,No,Yes,No,No,3.44,B,0,0.8,0.5,Medium,1,0.22933333333333333,41.28
16,Male,Caucasian,Bachelor’s,15,14,No,Very High,Yes,No,No,No,3.59,A,1,1.0714285714285714,0.4666666666666667,Medium,1,0.2564285714285714,53.849999999999994
16,Male,Caucasian,Higher,14,23,No,No Support,Yes,No,Yes,No,2.08,D,1,0.6086956521739131,0.7666666666666667,High,2,0.09043478260869565,29.12
16,Female,Asian,Higher,2,8,Yes,Very High,Yes,Yes,Yes,No,3.88,A,1,0.25,0.26666666666666666,Low,3,0.485,7.76
16,Female,African American,Some College,5,16,No,Moderate,Yes,Yes,Yes,Yes,2.35,D,1,0.3125,0.5333333333333333,Medium,4,0.146875,11.75
17,Male,African American,Some College,8,20,No,High,No,No,No,No,3.5,B,1,0.4,0.6666666666666666,Medium,0,0.175,28.0
18,Male,Asian,Bachelor’s,2,11,Yes,No Support,Yes,No,No,No,2.62,C,0,0.18181818181818182,0.36666666666666664,Medium,1,0.2381818181818182,5.24
15,Female,Caucasian,Some College,12,22,No,Very High,Yes,No,Yes,No,2.48,D,1,0.5454545454545454,0.7333333333333333,High,2,0.11272727272727273,29.759999999999998
18,Male,Caucasian,Some College,12,7,No,High,No,Yes,Yes,Yes,3.35,B,0,1.7142857142857142,0.23333333333333334,Low,3,0.4785714285714286,40.2
17,Male,Caucasian,Higher,6,13,No,Very High,Yes,Yes,No,No,3.68,A,1,0.46153846153846156,0.43333333333333335,Medium,2,0.2830769230769231,22.080000000000002
16,Female,Caucasian,Bachelor’s,4,26,No,High,Yes,No,Yes,No,3.31,B,1,0.15384615384615385,0.8666666666666667,High,2,0.12730769230769232,13.24
17,Female,Other,Higher,7,17,No,Moderate,Yes,No,Yes,Yes,3.36,B,1,0.4117647058823529,0.5666666666666667,Medium,3,0.1976470588235294,23.52
18,Male,Asian,High School,7,11,No,Low,No,No,No,No,3.54,A,0,0.6363636363636364,0.36666666666666664,Medium,0,0.32181818181818184,24.78
15,Female,Caucasian,Some College,6,26,No,Low,Yes,Yes,No,No,2.14,D,1,0.23076923076923078,0.8666666666666667,High,2,0.08230769230769232,12.84
15,Male,Caucasian,High School,6,19,No,Very High,No,No,Yes,No,2.58,C,1,0.3157894736842105,0.6333333333333333,Medium,1,0.13578947368421054,15.48
17,Female,Caucasian,Bachelor’s,3,22,Yes,Low,Yes,Yes,No,No,2.08,D,1,0.13636363636363635,0.7333333333333333,High,2,0.09454545454545454,6.24
15,Male,Caucasian,High School,9,4,No,Very High,Yes,Yes,No,No,3.28,B,1,2.25,0.13333333333333333,Low,2,0.82,29.52
16,Female,Asian,Bachelor’s,3,12,Yes,Moderate,Yes,Yes,Yes,No,2.27,D,1,0.25,0.4,Medium,3,0.18916666666666668,6.8100000000000005
16,Male,Caucasian,Some College,9,1,Yes,Very High,No,Yes,No,No,3.13,B,1,9.0,0.03333333333333333,Low,1,3.13,28.169999999999998
18,Male,Caucasian,Bachelor’s,6,15,No,Low,Yes,No,No,No,3.55,A,0,0.4,0.5,Medium,1,0.23666666666666666,21.299999999999997
18,Male,African American,Bachelor’s,4,4,Yes,Moderate,No,Yes,Yes,No,2.93,C,0,1.0,0.13333333333333333,Low,2,0.7325,11.72
16,Female,Asian,Some College,2,21,Yes,No Support,No,No,Yes,Yes,3.02,B,1,0.09523809523809523,0.7,High,2,0.1438095238095238,6.04
16,Female,Asian,Higher,1,0,No,Very High,Yes,No,Yes,Yes,2.6,C,1,0.0,0.0,Low,3,260.0,2.6
17,Female,Other,Some College,10,11,No,High,No,Yes,No,No,3.14,B,1,0.9090909090909091,0.36666666666666664,Medium,1,0.28545454545454546,31.400000000000002
17,Male,African American,Some College,9,18,No,Moderate,No,Yes,No,No,3.04,B,1,0.5,0.6,Medium,1,0.1688888888888889,27.36
17,Male,African American,No Education,12,21,No,Moderate,No,No,Yes,Yes,2.21,D,1,0.5714285714285714,0.7,High,2,0.10523809523809524,26.52
18,Male,Caucasian,Higher,6,21,No,Moderate,Yes,No,Yes,No,2.28,D,0,0.2857142857142857,0.7,High,2,0.10857142857142857,13.68
17,Male,African American,High School,9,22,No,No Support,Yes,No,No,No,2.18,D,1,0.4090909090909091,0.7333333333333333,High,1,0.0990909090909091,19.62
15,Male,Caucasian,Some College,3,9,No,Very High,Yes,No,Yes,No,3.29,B,1,0.3333333333333333,0.3,Low,2,0.3655555555555556,9.870000000000001
15,Female,Caucasian,Bachelor’s,19,11,No,Moderate,No,No,No,Yes,3.09,B,1,1.7272727272727273,0.36666666666666664,Medium,1,0.2809090909090909,58.709999999999994
15,Female,Caucasian,Some College,19,29,No,Low,No,Yes,No,No,3.95,A,1,0.6551724137931034,0.9666666666666667,High,1,0.13620689655172413,75.05
18,Male,Caucasian,High School,5,18,No,Moderate,No,Yes,Yes,No,2.36,D,0,0.2777777777777778,0.6,Medium,2,0.1311111111111111,11.799999999999999
15,Female,Caucasian,Bachelor’s,8,15,Yes,Low,Yes,No,Yes,No,2.67,C,1,0.5333333333333333,0.5,Medium,2,0.178,21.36
16,Male,Caucasian,Higher,6,12,No,High,Yes,Yes,No,No,2.89,C,1,0.5,0.4,Medium,2,0.24083333333333334,17.34
16,Female,Caucasian,Higher,17,6,Yes,Low,Yes,No,No,No,3.77,A,1,2.8333333333333335,0.2,Low,1,0.6283333333333333,64.09
16,Female,Caucasian,Bachelor’s,13,27,Yes,No Support,No,Yes,No,No,3.34,B,1,0.48148148148148145,0.9,High,1,0.1237037037037037,43.42
16,Male,Caucasian,Bachelor’s,4,26,Yes,Very High,No,No,No,Yes,2.61,C,1,0.15384615384615385,0.8666666666666667,High,1,0.10038461538461538,10.44
17,Male,Caucasian,Some College,7,4,No,Moderate,Yes,No,Yes,No,3.66,A,1,1.75,0.13333333333333333,Low,2,0.915,25.62
15,Female,Caucasian,Bachelor’s,14,3,No,Moderate,Yes,No,No,Yes,3.99,A,1,4.666666666666667,0.1,Low,2,1.33,55.86
18,Male,African American,Higher,18,27,No,Low,No,No,No,No,3.3,B,0,0.6666666666666666,0.9,High,0,0.12222222222222222,59.4
15,Female,Asian,Some College,8,14,No,High,Yes,Yes,Yes,Yes,2.55,C,1,0.5714285714285714,0.4666666666666667,Medium,4,0.18214285714285713,20.4
15,Male,African American,High School,5,16,No,Moderate,No,Yes,No,No,3.55,A,1,0.3125,0.5333333333333333,Medium,1,0.221875,17.75
18,Male,Caucasian,Some College,13,11,No,Moderate,No,No,Yes,No,3.66,A,0,1.1818181818181819,0.36666666666666664,Medium,1,0.33272727272727276,47.58
16,Female,African American,Some College,9,22,No,Moderate,No,No,Yes,No,2.1,D,1,0.4090909090909091,0.7333333333333333,High,1,0.09545454545454546,18.900000000000002
16,Male,Asian,Some College,16,28,Yes,No Support,Yes,No,Yes,No,3.57,A,1,0.5714285714285714,0.9333333333333333,High,2,0.1275,57.12
17,Female,African American,Some College,12,3,Yes,Moderate,No,No,No,No,3.39,B,1,4.0,0.1,Low,0,1.1300000000000001,40.68
18,Female,Asian,Some College,16,16,Yes,Moderate,Yes,No,No,No,3.24,B,0,1.0,0.5333333333333333,Medium,1,0.2025,51.84
15,Female,African American,Bachelor’s,12,5,Yes,Low,No,No,Yes,Yes,2.66,C,1,2.4,0.16666666666666666,Low,2,0.532,31.92
16,Female,African American,Higher,0,12,Yes,High,Yes,Yes,Yes,No,3.97,A,1,0.0,0.4,Medium,3,0.33083333333333337,0.039700000000000006
17,Female,Asian,Some College,0,19,No,Very High,Yes,Yes,Yes,No,2.77,C,1,0.0,0.6333333333333333,Medium,3,0.14578947368421052,0.027700000000000002
18,Male,Caucasian,No Education,4,14,No,High,No,No,Yes,No,3.15,B,0,0.2857142857142857,0.4666666666666667,Medium,1,0.225,12.6
18,Male,Other,Higher,7,17,Yes,High,No,No,No,Yes,3.86,A,0,0.4117647058823529,0.5666666666666667,Medium,1,0.22705882352941176,27.02
15,Male,Caucasian,Bachelor’s,17,16,Yes,Very High,Yes,No,No,No,3.48,B,1,1.0625,0.5333333333333333,Medium,1,0.2175,59.16
15,Male,Caucasian,High School,3,18,Yes,High,Yes,No,Yes,No,3.04,B,1,0.16666666666666666,0.6,Medium,2,0.1688888888888889,9.120000000000001
18,Male,Asian,High School,0,9,Yes,Very High,No,Yes,Yes,No,2.45,D,0,0.0,0.3,Low,2,0.27222222222222225,0.0245
17,Male,Caucasian,No Education,3,24,No,Very High,Yes,No,No,No,2.01,D,1,0.125,0.8,High,1,0.08374999999999999,6.029999999999999
18,Female,Caucasian,Higher,8,29,No,Very High,Yes,No,Yes,No,3.74,A,0,0.27586206896551724,0.9666666666666667,High,2,0.1289655172413793,29.92
18,Male,Caucasian,Some College,19,14,Yes,Very High,Yes,No,Yes,No,3.83,A,0,1.3571428571428572,0.4666666666666667,Medium,2,0.2735714285714286,72.77
18,Male,Other,Bachelor’s,2,7,No,Low,Yes,No,No,No,3.62,A,0,0.2857142857142857,0.23333333333333334,Low,1,0.5171428571428571,7.24
15,Male,Other,Higher,1,27,No,Low,Yes,No,Yes,No,3.05,B,1,0.037037037037037035,0.9,High,2,0.11296296296296296,3.05
18,Female,Caucasian,Higher,4,19,Yes,No Support,No,Yes,Yes,Yes,2.31,D,0,0.21052631578947367,0.6333333333333333,Medium,3,0.12157894736842105,9.24
18,Female,Asian,Some College,0,21,No,Very High,Yes,No,No,Yes,2.55,C,0,0.0,0.7,High,2,0.12142857142857141,0.0255
16,Male,Caucasian,Higher,10,27,No,Moderate,No,No,Yes,No,2.37,D,1,0.37037037037037035,0.9,High,1,0.08777777777777779,23.700000000000003
16,Male,Caucasian,Bachelor’s,11,16,No,High,Yes,No,Yes,Yes,3.13,B,1,0.6875,0.5333333333333333,Medium,3,0.195625,34.43
15,Male,Caucasian,No Education,2,29,No,No Support,Yes,No,No,No,2.4,D,1,0.06896551724137931,0.9666666666666667,High,1,0.08275862068965517,4.8
17,Male,Other,Bachelor’s,13,15,Yes,High,Yes,No,No,No,3.74,A,1,0.8666666666666667,0.5,Medium,1,0.24933333333333335,48.620000000000005
18,Male,Caucasian,Higher,11,25,No,Moderate,Yes,No,Yes,No,3.44,B,0,0.44,0.8333333333333334,High,2,0.1376,37.839999999999996
16,Female,Caucasian,Some College,19,4,No,Low,Yes,No,Yes,No,3.25,B,1,4.75,0.13333333333333333,Low,2,0.8125,61.75
17,Male,African American,High School,7,16,No,Moderate,Yes,No,No,No,3.67,A,1,0.4375,0.5333333333333333,Medium,1,0.229375,25.689999999999998
17,Female,Caucasian,Bachelor’s,6,10,No,Low,Yes,Yes,No,No,3.16,B,1,0.6,0.3333333333333333,Low,2,0.316,18.96
17,Female,African American,Some College,8,24,No,Low,Yes,No,Yes,Yes,3.15,B,1,0.3333333333333333,0.8,High,3,0.13125,25.2
18,Female,Caucasian,High School,3,24,No,Moderate,No,No,No,No,3.09,B,0,0.125,0.8,High,0,0.12875,9.27
18,Female,Asian,High School,7,0,No,Moderate,Yes,Yes,No,No,3.87,A,0,0.0,0.0,Low,2,387.0,27.09
16,Male,Asian,Some College,9,30,Yes,High,Yes,Yes,No,No,2.58,C,1,0.3,1.0,High,2,0.08600000000000001,23.22
15,Female,Caucasian,No Education,14,4,Yes,High,No,No,No,No,3.65,A,1,3.5,0.13333333333333333,Low,0,0.9125,51.1
17,Female,Caucasian,High School,4,18,No,High,Yes,No,No,No,2.92,C,1,0.2222222222222222,0.6,Medium,1,0.1622222222222222,11.68
16,Male,Caucasian,Some College,8,4,Yes,High,No,No,No,Yes,3.76,A,1,2.0,0.13333333333333333,Low,1,0.94,30.08
17,Female,Caucasian,Some College,12,4,Yes,High,Yes,No,No,No,3.67,A,1,3.0,0.13333333333333333,Low,1,0.9175,44.04
17,Male,Asian,No Education,18,23,Yes,High,No,No,No,No,2.65,C,1,0.782608695652174,0.7666666666666667,High,0,0.11521739130434783,47.699999999999996
17,Female,Asian,Some College,10,15,No,High,Yes,Yes,Yes,No,3.69,A,1,0.6666666666666666,0.5,Medium,3,0.246,36.9
15,Female,Other,Bachelor’s,11,21,No,Moderate,Yes,Yes,No,Yes,3.3,B,1,0.5238095238095238,0.7,High,3,0.15714285714285714,36.3
18,Female,African American,Bachelor’s,2,30,No,Moderate,Yes,Yes,No,No,3.41,B,0,0.06666666666666667,1.0,High,2,0.11366666666666667,6.82
15,Male,Caucasian,High School,1,17,No,High,No,No,No,Yes,2.86,C,1,0.058823529411764705,0.5666666666666667,Medium,1,0.16823529411764704,2.86
18,Male,African American,Some College,14,10,No,High,Yes,Yes,No,No,3.82,A,0,1.4,0.3333333333333333,Low,2,0.382,53.48
16,Female,Asian,Bachelor’s,4,16,Yes,Moderate,No,No,No,No,2.58,C,1,0.25,0.5333333333333333,Medium,0,0.16125,10.32
17,Female,Caucasian,Higher,3,2,No,Moderate,Yes,No,No,No,3.76,A,1,1.5,0.06666666666666667,Low,1,1.88,11.28
18,Female,Caucasian,Higher,4,17,Yes,Very High,Yes,Yes,No,No,3.86,A,0,0.23529411764705882,0.5666666666666667,Medium,2,0.22705882352941176,15.44
18,Male,Asian,Bachelor’s,14,18,No,High,No,Yes,No,No,3.27,B,0,0.7777777777777778,0.6,Medium,1,0.18166666666666667,45.78
17,Male,African American,Bachelor’s,15,30,No,Very High,No,Yes,No,No,3.66,A,1,0.5,1.0,High,1,0.12200000000000001,54.900000000000006
17,Female,Other,Bachelor’s,3,30,No,Moderate,Yes,No,No,No,2.03,D,1,0.1,1.0,High,1,0.06766666666666667,6.09
16,Male,Caucasian,Bachelor’s,5,8,No,Very High,Yes,No,Yes,No,2.97,C,1,0.625,0.26666666666666666,Low,2,0.37125,14.850000000000001
18,Male,Asian,Bachelor’s,2,4,Yes,Moderate,No,No,Yes,No,3.98,A,0,0.5,0.13333333333333333,Low,1,0.995,7.96
18,Female,Caucasian,High School,4,3,No,No Support,Yes,Yes,No,No,2.67,C,0,1.3333333333333333,0.1,Low,2,0.89,10.68
15,Male,Other,Some College,1,15,Yes,Low,No,No,Yes,No,2.67,C,1,0.06666666666666667,0.5,Medium,1,0.178,2.67
18,Male,Caucasian,Higher,15,9,Yes,Moderate,Yes,No,No,No,3.96,A,0,1.6666666666666667,0.3,Low,1,0.44,59.4
17,Female,Asian,No Education,5,8,Yes,Very High,Yes,No,No,No,2.59,C,1,0.625,0.26666666666666666,Low,1,0.32375,12.95
18,Female,Asian,Higher,17,19,No,Very High,Yes,Yes,No,No,2.95,C,0,0.8947368421052632,0.6333333333333333,Medium,2,0.15526315789473685,50.150000000000006
17,Male,African American,Bachelor’s,5,21,No,Low,Yes,Yes,No,No,3.4,B,1,0.23809523809523808,0.7,High,2,0.1619047619047619,17.0
18,Female,African American,Bachelor’s,12,25,No,Moderate,Yes,No,Yes,No,3.51,A,0,0.48,0.8333333333333334,High,2,0.1404,42.12
16,Male,Caucasian,No Education,0,16,No,High,Yes,Yes,No,No,3.8,A,1,0.0,0.5333333333333333,Medium,2,0.2375,0.038
17,Female,Asian,High School,3,28,Yes,Moderate,No,Yes,No,Yes,2.32,D,1,0.10714285714285714,0.9333333333333333,High,2,0.08285714285714285,6.959999999999999
16,Male,Other,Some College,16,17,No,Low,Yes,Yes,Yes,No,3.39,B,1,0.9411764705882353,0.5666666666666667,Medium,3,0.19941176470588237,54.24
17,Female,Asian,High School,15,19,No,Low,No,Yes,No,No,3.59,A,1,0.7894736842105263,0.6333333333333333,Medium,1,0.1889473684210526,53.849999999999994
15,Male,Other,Some College,0,8,No,High,No,No,No,Yes,3.53,A,1,0.0,0.26666666666666666,Low,1,0.44125,0.0353
17,Female,Asian,Some College,5,5,No,Moderate,No,Yes,No,No,2.59,C,1,1.0,0.16666666666666666,Low,1,0.518,12.95
15,Male,Caucasian,Bachelor’s,5,10,No,High,No,No,No,No,3.89,A,1,0.5,0.3333333333333333,Low,0,0.389,19.45
16,Female,African American,High School,3,27,No,Very High,Yes,No,No,Yes,3.43,B,1,0.1111111111111111,0.9,High,2,0.12703703703703703,10.290000000000001
18,Female,African American,Bachelor’s,13,19,Yes,Very High,Yes,No,No,No,3.06,B,0,0.6842105263157895,0.6333333333333333,Medium,1,0.16105263157894736,39.78
16,Female,Other,Bachelor’s,13,2,No,Moderate,No,Yes,No,No,3.07,B,1,6.5,0.06666666666666667,Low,1,1.535,39.91
15,Male,African American,Higher,1,14,No,Moderate,No,No,Yes,No,2.68,C,1,0.07142857142857142,0.4666666666666667,Medium,1,0.19142857142857145,2.68
17,Female,Asian,Some College,4,6,No,Moderate,No,No,No,No,3.11,B,1,0.6666666666666666,0.2,Low,0,0.5183333333333333,12.44
15,Male,Other,Bachelor’s,3,24,No,Moderate,Yes,Yes,No,Yes,3.16,B,1,0.125,0.8,High,3,0.13166666666666668,9.48
17,Male,Asian,No Education,9,30,No,Low,Yes,Yes,No,Yes,2.69,C,1,0.3,1.0,High,3,0.08966666666666666,24.21
18,Male,Caucasian,Some College,19,21,No,Low,No,Yes,No,No,3.05,B,0,0.9047619047619048,0.7,High,1,0.14523809523809522,57.949999999999996
15,Female,African American,High School,20,17,No,High,No,Yes,No,Yes,3.17,B,1,1.1764705882352942,0.5666666666666667,Medium,2,0.1864705882352941,63.4
16,Female,Caucasian,Some College,15,14,No,Low,Yes,No,No,No,3.66,A,1,1.0714285714285714,0.4666666666666667,Medium,1,0.26142857142857145,54.900000000000006
17,Male,Caucasian,Bachelor’s,9,7,Yes,Moderate,Yes,Yes,No,Yes,2.87,C,1,1.2857142857142858,0.23333333333333334,Low,3,0.41000000000000003,25.830000000000002
17,Female,Asian,Some College,0,14,No,Moderate,Yes,No,Yes,Yes,2.75,C,1,0.0,0.4666666666666667,Medium,3,0.19642857142857142,0.0275
17,Female,Caucasian,Some College,14,15,Yes,Low,No,No,Yes,No,2.68,C,1,0.9333333333333333,0.5,Medium,1,0.17866666666666667,37.52
17,Male,Caucasian,Higher,9,19,Yes,Low,No,Yes,Yes,No,3.25,B,1,0.47368421052631576,0.6333333333333333,Medium,2,0.17105263157894737,29.25
17,Male,African American,High School,17,26,Yes,Moderate,Yes,Yes,Yes,No,2.69,C,1,0.6538461538461539,0.8666666666666667,High,3,0.10346153846153847,45.73
18,Male,African American,Bachelor’s,20,2,No,High,Yes,No,Yes,Yes,3.92,A,0,10.0,0.06666666666666667,Low,3,1.96,78.4
16,Female,Caucasian,Some College,8,26,No,Moderate,No,No,No,No,3.51,A,1,0.3076923076923077,0.8666666666666667,High,0,0.13499999999999998,28.08
16,Female,Caucasian,No Education,18,27,Yes,High,No,Yes,Yes,No,3.67,A,1,0.6666666666666666,0.9,High,2,0.13592592592592592,66.06
16,Male,Asian,Some College,18,8,No,Low,Yes,No,No,No,3.34,B,1,2.25,0.26666666666666666,Low,1,0.4175,60.12
17,Male,African American,Higher,4,29,No,Moderate,No,No,No,No,2.41,D,1,0.13793103448275862,0.9666666666666667,High,0,0.08310344827586208,9.64
16,Male,Caucasian,High School,14,21,No,Very High,No,No,No,No,3.32,B,1,0.6666666666666666,0.7,High,0,0.1580952380952381,46.48
15,Male,Asian,Higher,1,18,Yes,High,No,No,Yes,Yes,2.45,D,1,0.05555555555555555,0.6,Medium,2,0.13611111111111113,2.45
15,Male,Asian,Some College,8,11,No,Very High,Yes,Yes,Yes,No,2.84,C,1,0.7272727272727273,0.36666666666666664,Medium,3,0.2581818181818182,22.72
18,Female,Caucasian,No Education,1,15,No,High,Yes,No,Yes,Yes,2.31,D,0,0.06666666666666667,0.5,Medium,3,0.154,2.31
18,Female,Caucasian,Higher,17,25,Yes,Moderate,Yes,No,Yes,Yes,3.77,A,0,0.68,0.8333333333333334,High,3,0.1508,64.09
16,Female,Caucasian,No Education,11,22,Yes,High,No,No,Yes,No,3.05,B,1,0.5,0.7333333333333333,High,1,0.13863636363636364,33.55
16,Male,Other,Higher,14,24,No,Moderate,Yes,No,No,No,3.06,B,1,0.5833333333333334,0.8,High,1,0.1275,42.84
16,Male,Other,High School,5,24,No,Low,No,Yes,No,No,2.05,D,1,0.20833333333333334,0.8,High,1,0.08541666666666665,10.25
18,Male,Other,No Education,17,29,No,Low,No,No,No,No,2.42,D,0,0.5862068965517241,0.9666666666666667,High,0,0.08344827586206896,41.14
15,Male,Other,Some College,12,22,No,High,No,No,No,No,3.88,A,1,0.5454545454545454,0.7333333333333333,High,0,0.17636363636363636,46.56
16,Female,Other,High School,11,29,No,No Support,No,Yes,Yes,No,2.05,D,1,0.3793103448275862,0.9666666666666667,High,2,0.07068965517241378,22.549999999999997
17,Male,Asian,Bachelor’s,1,28,Yes,Very High,No,Yes,No,Yes,2.57,C,1,0.03571428571428571,0.9333333333333333,High,2,0.09178571428571428,2.57
16,Female,Asian,Bachelor’s,15,30,No,Low,Yes,Yes,No,No,3.81,A,1,0.5,1.0,High,2,0.127,57.15
17,Male,Caucasian,High School,0,10,No,High,Yes,No,No,No,3.55,A,1,0.0,0.3333333333333333,Low,1,0.355,0.0355
15,Male,Caucasian,Bachelor’s,3,27,No,Very High,No,No,No,No,3.55,A,1,0.1111111111111111,0.9,High,0,0.13148148148148148,10.649999999999999
18,Female,Other,Bachelor’s,14,21,No,Moderate,Yes,No,No,Yes,3.61,A,0,0.6666666666666666,0.7,High,2,0.1719047619047619,50.54
18,Female,Caucasian,Some College,19,10,No,Low,Yes,Yes,Yes,No,3.11,B,0,1.9,0.3333333333333333,Low,3,0.311,59.089999999999996
15,Male,Asian,Higher,0,10,No,Moderate,No,Yes,Yes,No,2.02,D,1,0.0,0.3333333333333333,Low,2,0.202,0.0202
16,Female,Caucasian,High School,14,5,Yes,High,Yes,Yes,Yes,No,3.12,B,1,2.8,0.16666666666666666,Low,3,0.624,43.68
